,Message ID,timestamp,content,reactions,share,photos,videos,audio_files,gifs,call_duration
82,1241,2025-01-13 15:32:00,No â¤ï¸,,,,,,,
83,1255,2025-01-13 20:39:23,12,,,,,,,
84,1256,2025-01-13 20:39:49,Watched a tiktok compilation that made me laugh so hard that this was forced to the surface,"[{'reaction': 'â\x9d¤', 'actor': 'lalala lucky to have me here', 'timestamp': 1736801025}]",,,,,,
85,1261,2025-01-13 21:03:56,https://vm.tiktok.com/ZGdSyKq12/,"[{'reaction': 'ð\x9f\x98\x82', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·', 'timestamp': 1736802455}]","{'link': 'https://vm.tiktok.com/ZGdSyKq12/', 'share_text': 'https://vm.tiktok.com/ZGdSyKq12/'}",,,,,
86,1262,2025-01-13 21:04:18,The compilation had a few that built up to this but this is the one that really go me lmao,"[{'reaction': 'â\x9d¤', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·', 'timestamp': 1736802436}]",,,,,,
87,1296,2025-01-14 17:50:58,13,,,,,,,
88,1297,2025-01-14 17:51:04,Tummy not happy,,,,,,,
89,1314,2025-01-14 22:47:44,conor_mcmenamin liked a message,,,,,,,
90,1345,2025-01-16 08:48:13,14,,,,,,,
91,1350,2025-01-16 10:02:19,Conor sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1737022508}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737026593}]","{'link': 'https://www.instagram.com/p/DE31Xqoxyga/', 'share_text': '', 'original_content_owner': 'uncrustable.memess'}",,,,,
92,1367,2025-01-16 14:01:29,15,,,,,,,
93,1432,2025-01-17 12:45:23,Did she run out of toilet paper?,,,,,,,
94,1459,2025-01-17 18:12:31,I'm like hey what's up hello,"[{'reaction': 'ð\x9f«¦', 'actor': 'Emma Smyth', 'timestamp': 1737137563}, {'reaction': 'ð\x9f«¦', 'actor': 'Dex', 'timestamp': 1737137571}, {'reaction': 'ð\x9f\x92¯', 'actor': 'Keelin H.', 'timestamp': 1737140855}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737153678}]",,,,,,
95,1461,2025-01-17 22:33:28,16,,,,,,,
96,1462,2025-01-17 22:33:33,Intense,"[{'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1737154050}]",,,,,,
97,1480,2025-01-18 11:13:15,You shit in the bath?,,,,,,,
98,1506,2025-01-18 22:05:25,Freak,,,,,,,
99,1508,2025-01-18 22:06:25,Pls don't shit in the sheets stephen,"[{'reaction': 'â\x9d¤', 'actor': 'lalala lucky to have me here', 'timestamp': 1737238515}]",,,,,,
100,1530,2025-01-19 10:48:08,17,,,,,,,
101,1531,2025-01-19 10:48:13,Squelchy,"[{'reaction': 'â\x9d¤', 'actor': 'Ruby Long', 'timestamp': 1737290462}]",,,,,,
102,1546,2025-01-19 18:20:13,18,,,,,,,
103,1547,2025-01-19 18:20:21,So pathetic I hardly want to count it,,,,,,,
104,1572,2025-01-20 11:31:21,19,,,,,,,
105,1573,2025-01-20 11:31:25,Snuck up on me,"[{'reaction': 'â\x9d¤', 'actor': 'Ros Hanley', 'timestamp': 1737372773}]",,,,,,
106,1576,2025-01-20 11:36:53,The fact that I've changed nothing except mentally makes this even crazier lmao,,,,,,,
107,1619,2025-01-20 14:35:46,Bro it's 2:30,,,,,,,
108,1638,2025-01-20 22:24:06,So is shitting,,,,,,,
109,1659,2025-01-21 00:08:47,20,,,,,,,
110,1673,2025-01-21 11:39:50,conor_mcmenamin reacted ð¢ to your message ,,,,,,,
111,1683,2025-01-21 12:36:41,Poo with a view,"[{'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1737463418}, {'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1737463006}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1737463436}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737472945}]",,,,,,
112,1717,2025-01-22 10:06:38,21,,,,,,,
113,1718,2025-01-22 10:06:41,Worthless,,,,,,,
114,1720,2025-01-22 10:14:53,"V accurate, feel like I'm cheating cuz these shouldn't count","[{'reaction': 'â\x9d¤', 'actor': 'lalala lucky to have me here', 'timestamp': 1737561829}]",,,,,,
115,1742,2025-01-22 15:44:57,22,,,,,,,
116,1743,2025-01-22 15:45:02,Ros will not escape me,,,,,,,
117,1747,2025-01-22 16:03:18,"Hey, they still count",,,,,,,
118,1750,2025-01-22 16:04:29,"Nah, I'm just used to whoppers since I was only shitting once every full moon","[{'reaction': 'â\x9d¤', 'actor': 'Conan', 'timestamp': 1737561928}, {'reaction': 'â\x9d¤', 'actor': 'Ros Hanley', 'timestamp': 1737561881}]",,,,,,
119,1766,2025-01-23 07:50:57,23,,,,,,,
120,1789,2025-01-23 15:48:41,"It's giving ""I definitely failed that test"" before getting 100%","[{'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737650112}, {'reaction': 'â\x9d¤', 'actor': 'Ros Hanley', 'timestamp': 1737650078}]",,,,,,
121,1802,2025-01-23 20:39:14,24,,,,,,,
122,1803,2025-01-23 20:39:17,Pints doing their magic,,,,,,,
123,1809,2025-01-23 22:48:16,Well no one else is doing it,"[{'reaction': 'ð\x9f\x98\x82', 'actor': ""Niamh O'Neill"", 'timestamp': 1737673515}, {'reaction': 'â\x9d¤', 'actor': 'Ros Hanley', 'timestamp': 1737672516}]",,,,,,
124,1810,2025-01-23 23:20:18,25,,,,,,,
125,1811,2025-01-23 23:20:26,I'm scared now,,,,,,,
126,1861,2025-01-24 15:25:13,,,,"[{'uri': 'your_instagram_activity/messages/inbox/2025poopchat_8986527554771415/photos/472705468_1753203058798956_7641825230937177897_n_1753203055465623.jpg', 'creation_timestamp': 1737732311}]",,,,
127,1862,2025-01-24 15:25:21,Glad to know this was urgent business,"[{'reaction': 'â\x9d¤', 'actor': 'Conan', 'timestamp': 1737732326}, {'reaction': 'â\x9d¤', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·', 'timestamp': 1737734214}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1737742642}, {'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1737733318}, {'reaction': 'â\x9d¤', 'actor': ""Niamh O'Neill"", 'timestamp': 1737732991}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737733758}]",,,,,,
128,1872,2025-01-24 23:28:34,26,,,,,,,
129,1873,2025-01-24 23:28:38,Eat my dust ros,"[{'reaction': 'ð\x9f\x98®', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·', 'timestamp': 1737798691}, {'reaction': 'â\x9d¤', 'actor': 'Dex'}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737761849}, {'reaction': 'ð\x9f\x98¡', 'actor': 'Ros Hanley', 'timestamp': 1737765060}]",,,,,,
130,1895,2025-01-25 12:00:48,You're both odd,,,,,,,
131,1902,2025-01-25 12:05:44,He hasn't even reached his final form,"[{'reaction': 'â\x9d¤', 'actor': 'Dex'}]",,,,,,
132,1924,2025-01-25 14:42:16,W7,,,,,,,
133,1992,2025-01-26 22:06:31,28,,,,,,,
134,1993,2025-01-26 22:06:39,"A singular, satisfying plop",,,,,,,
135,2028,2025-01-27 18:31:00,29,,,,,,,
136,2060,2025-01-28 11:22:37,conor_mcmenamin liked a message,,,,,,,
137,2074,2025-01-28 16:12:37,"Damn, are you dying?",,,,,,,
138,2079,2025-01-28 16:50:10,How are you already a third of the way through my total from last year,,,,,,,
139,2082,2025-01-28 16:51:25,Nah its both of us,,,,,,,
140,2083,2025-01-28 16:51:40,"I dunno, probably like 12",,,,,,,
141,2106,2025-01-28 19:19:20,30,,,,,,,
142,2107,2025-01-28 19:19:26,Mentality,,,,,,,
143,2176,2025-01-30 09:23:21,31,,,,,,,
144,2216,2025-01-31 12:19:06,Conor sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1738326433}, {'reaction': 'â\x9d¤', 'actor': 'Emma Smyth'}, {'reaction': 'â\x9d¤', 'actor': 'Katie Long', 'timestamp': 1738326634}, {'reaction': 'â\x9d¤', 'actor': 'Dex'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]","{'link': 'https://www.instagram.com/p/DFeZYVhtMYZ/', 'share_text': 'Save með\x9f\x98\x9d', 'original_content_owner': 'krustyobama'}",,,,,
145,2234,2025-01-31 19:44:26,"Haven't updated in 36 hours, the new me is concerned",,,,,,,
146,2243,2025-01-31 22:45:59,32,,,,,,,
147,2244,2025-01-31 22:46:02,Panic over,"[{'reaction': 'â\x9d¤', 'actor': 'Dex'}]",,,,,,
148,2256,2025-02-01 00:04:42,conor_mcmenamin liked a message,,,,,,,
149,2296,2025-02-01 00:14:48,conor_mcmenamin liked a message,,,,,,,
150,2299,2025-02-01 00:17:28,conor_mcmenamin liked a message,,,,,,,
151,2304,2025-02-01 00:22:47,conor_mcmenamin liked a message,,,,,,,
152,2389,2025-02-01 19:58:04,Conor sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Conan'}, {'reaction': 'â\x9d¤', 'actor': 'Dex'}, {'reaction': 'â\x9d¤', 'actor': 'Keelin H.', 'timestamp': 1738578075}]","{'link': 'https://www.instagram.com/p/DFVPOl6S-7p/', 'share_text': 'Song: Complicated - @unclekamo', 'original_content_owner': 'lilcasper.v2'}",,,,,
153,2390,2025-02-01 20:57:18,33,,,,,,,
154,2391,2025-02-01 20:57:23,Ros won't escape me,,,,,,,
155,2426,2025-02-02 20:22:25,34,,,,,,,
156,2427,2025-02-02 20:22:30,Smelly,"[{'reaction': 'ð\x9f«¦', 'actor': 'Emma Smyth'}]",,,,,,
157,2429,2025-02-02 20:23:36,You have free will,"[{'reaction': 'ð\x9f¤\xa0', 'actor': 'Emma Smyth'}]",,,,,,
158,2433,2025-02-02 20:24:58,Bros typing with his tongue,"[{'reaction': 'â\x9d¤', 'actor': 'Emma Smyth'}]",,,,,,
159,2503,2025-02-04 12:50:41,25,,,,,,,
160,2568,2025-02-06 10:37:48,He even donated money to it,,,,,,,
161,2589,2025-02-06 10:48:35,36,,,,,,,
162,2590,2025-02-06 10:49:11,Red and concerning,"[{'reaction': 'ð\x9f\x98®', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·'}]",,,,,,
163,2603,2025-02-06 13:59:31,37,,,,,,,
164,2604,2025-02-06 13:59:34,Smooth,,,,,,,
165,2722,2025-02-08 15:16:08,38,,,,,,,
166,2735,2025-02-09 10:24:41,39,,,,,,,
167,2754,2025-02-09 14:59:26,Glad I could inspire,,,,,,,
168,2761,2025-02-09 16:54:25,Conor sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Georgia-Rae'}, {'reaction': 'â\x9d¤', 'actor': 'Conan'}, {'reaction': 'â\x9d¤', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]","{'link': 'https://www.instagram.com/p/DFQhTLlyuV9/?carousel_share_child_media_id=3553486551483335521_54292846269', 'share_text': '', 'original_content_owner': 'onlyabidoang24'}",,,,,
169,2763,2025-02-09 18:42:38,40,,,,,,,
170,2855,2025-02-10 17:22:30,41,,,,,,,
171,2899,2025-02-11 19:10:05,conor_mcmenamin liked a message,,,,,,,
172,2917,2025-02-12 09:36:59,42,,,,,,,
173,2929,2025-02-12 14:02:13,43,,,,,,,
174,2983,2025-02-14 11:27:55,44,,,,,,,
175,3040,2025-02-14 23:33:50,conor_mcmenamin liked a message,,,,,,,
176,3069,2025-02-16 09:30:09,45 last night,,,,,,,
177,3079,2025-02-16 13:57:31,conor_mcmenamin liked a message,,,,,,,
178,3090,2025-02-16 20:00:43,46,,,,,,,
179,3160,2025-02-18 18:46:19,Hated that,,,,,,,
