,content,timestamp,reactions,share,audio_files,photos,videos,call_duration
120,Ahhh I cant do em that badly theyre werent so bad,2024-01-13 00:08:40,[],,,,,
121,All in UCD,2024-01-13 00:08:42,[],,,,,
122,If i pooped in my dream does it count,2024-01-13 12:51:02,"['Eoin', 'Soumia', 'Dex']",,,,,
123,Because you gave me laxatives,2024-01-13 13:12:26,[],,,,,
124,Asshole,2024-01-13 13:12:29,[],,,,,
125,I remember that vividly ð,2024-01-13 14:16:43,[],,,,,
126,20,2024-01-13 14:20:34,"['Eoin', 'Soumia']",,,,,
127,21,2024-01-14 00:45:08,"['Eoin', 'Soumia']",,,,,
128,22,2024-01-14 12:26:21,"['Eoin', 'Soumia']",,,,,
129,Is that not normal?,2024-01-14 12:26:47,"['Eoin', 'Dan']",,,,,
130,Thats just the knife,2024-01-14 12:28:44,[],,,,,
131,Pooping really takes it out of ya,2024-01-14 18:04:54,[],,,,,
132,And by it I mean poop,2024-01-14 18:04:58,[],,,,,
133,Ros dog is now on 1,2024-01-15 15:47:30,"['Eoin', 'Ros', 'Soumia', 'Dex']",,,,,
134,Youre pushing her massive log? Eww,2024-01-15 16:03:59,"['Eoin', 'Soumia']",,,,,
135,Ros poooed my pamts,2024-01-15 20:57:27,"['Eoin', 'Soumia']",,,,,
136,Im traumatised,2024-01-15 20:58:19,[],,,,,
137,It is,2024-01-15 22:03:29,[],,,,,
138,23,2024-01-15 23:45:18,"['Eoin', 'Soumia']",,,,,
139,24,2024-01-16 02:46:42,"['Eoin', 'Soumia']",,,,,
140,25,2024-01-16 15:43:58,"['Eoin', 'Soumia']",,,,,
141,ð¤,2024-01-17 10:51:04,[],,,,,
142,26,2024-01-17 12:33:19,"['Eoin', 'Soumia', 'Dex']",,,,,
143,I gotta take a nap after that onr,2024-01-17 12:55:18,"['Eoin', 'Dex']",,,,,
144,I think it might be coffee,2024-01-17 18:20:54,"['Eoin', 'Dan', 'Ros', 'Katie']",,,,,
145,Must be katie,2024-01-17 18:21:14,"['Eoin', 'Dan', 'Dex']",,,,,
146,,2024-01-17 18:22:20,[],,,,,
147,With this new thingy I could make you infinity coffees,2024-01-17 18:22:58,[],,,,,
148,Yours grinds the beans too?????,2024-01-17 18:30:39,[],,,,,
149,Youre living in the future,2024-01-17 18:30:58,[],,,,,
150,Eoin should post loo reviews on youtube,2024-01-18 11:25:18,"['Eoin', 'Soumia', 'Dex']",,,,,
151,27,2024-01-18 13:09:39,"['Eoin', 'Soumia']",,,,,
152,Do you just shit every time you see someone update the chat,2024-01-18 13:09:56,['Eoin'],,,,,
153,Youre better than this,2024-01-18 13:10:18,[],,,,,
154,No delayed updates,2024-01-18 13:10:23,[],,,,,
155,You cant toy with peoples feelings like that,2024-01-18 13:10:29,[],,,,,
156,Their poop feelings,2024-01-18 13:10:34,[],,,,,
157,You needta catch my fists,2024-01-18 13:10:53,[],,,,,
158,Thats what I do,2024-01-18 16:29:54,[],,,,,
159,28,2024-01-19 17:29:40,"['Eoin', 'Soumia']",,,,,
160,jacks youve finally come out as black? I always knew you had it in you well done youre so brave,2024-01-19 17:44:42,[],,,,,
161,heyyy shitsters ð¥°ð¥°,2024-01-20 12:00:51,"['Eoin', 'Katie']",,,,,
162,29,2024-01-20 14:48:25,"['Eoin', 'Soumia']",,,,,
163,why you gotta bring guts into this,2024-01-20 22:48:11,"['Eoin', 'Soumia']",,,,,
164,are you by any chance having an existential crisis?,2024-01-20 23:01:54,[],,,,,
165,me and who ?,2024-01-20 23:02:21,[],,,,,
166,yes,2024-01-20 23:02:31,[],,,,,
167,ms midsommar,2024-01-20 23:02:40,"['Eoin', 'Katie']",,,,,
168,you should totally join a cult,2024-01-20 23:03:02,[],,,,,
169,like the sandyford parish church,2024-01-20 23:03:14,[],,,,,
170,youre too relatable,2024-01-20 23:03:39,[],,,,,
171,too relatable you couldn't be part of a cult rn,2024-01-20 23:04:00,[],,,,,
172,also just to keep this on track the cult is obvious poo related right?,2024-01-20 23:04:32,[],,,,,
173,honestly yes,2024-01-20 23:05:00,[],,,,,
174,but a poo cult is way too reasonable,2024-01-20 23:05:13,[],,,,,
175,it just makes sense to worship ... poo?,2024-01-20 23:05:29,"['Eoin', 'Soumia']",,,,,
176,honestly im questioning myslef just saying it,2024-01-20 23:05:48,[],,,,,
177,I've nevee gone to (psychiatric) therapy and I never wukl,2024-01-20 23:06:55,[],,,,,
178,will*,2024-01-20 23:07:07,[],,,,,
179,wukl is the buckle of my sanitary struggle,2024-01-20 23:07:38,[],,,,,
180,sometimes i do laugh thinking about the different decisions I would have made if I had a therapist,2024-01-20 23:08:26,[],,,,,
181,they would have been way more boring ð¤,2024-01-20 23:09:12,[],,,,,
182,hell to the yes,2024-01-20 23:09:48,[],,,,,
183,no actuality that just means everyone is in sync which is kind a boring ngl,2024-01-20 23:14:19,[],,,,,
184,i think its just the way of life tbh,2024-01-20 23:20:17,[],,,,,
185,its how it could be not how it should be and I appreciate the way it is but in its placitude I find intrepid meaninf,2024-01-20 23:21:57,[],,,,,
186,btw im really drunk can you guess,2024-01-20 23:22:14,"['Eoin', 'Soumia']",,,,,
187,also I love you guys,2024-01-20 23:22:20,"['Eoin', 'Katie']",,,,,
188,i really miss that piece of equipment,2024-01-20 23:25:54,"['Eoin', 'Soumia', 'Conan']",,,,,
189,conans got an alarm for 3am to remind him to take a shit,2024-01-21 07:50:20,"['Eoin', 'Dan', 'Soumia']",,,,,
190,oh yeah forgot im at 31,2024-01-21 15:01:39,"['Eoin', 'Dan', 'Soumia']",,,,,
191,stephen_allenxp reacted â¤ï¸ to your message ,2024-01-21 15:32:29,[],,,,,
192,32,2024-01-22 13:55:40,[],,,,,
193,probably best you weren't having lunch at the same time,2024-01-22 13:56:11,[],,,,,
194,ð¤,2024-01-22 21:43:09,[],,,,,
195,33,2024-01-23 14:18:48,[],,,,,
196,better out than in ð¤,2024-01-24 16:12:47,"['Eoin', 'Dan']",,,,,
197,34,2024-01-24 19:06:46,"['Eoin', 'Soumia']",,,,,
198,35,2024-01-25 13:28:41,[],,,,,
199,36,2024-01-25 23:41:29,[],,,,,
200,you almost shat yourself didnt you,2024-01-25 23:41:45,[],,,,,
201,"tell them its really important you stay on site for another few hours, dont elaborate, act like what youre asking isnt weird in the slightest and quickly get irritated at anyone who tries to ask why",2024-01-26 11:02:51,['Eoin'],,,,,
202,37,2024-01-26 13:31:13,[],,,,,
203,38,2024-01-26 19:00:39,[],,,,,
204,this one hurts a lot,2024-01-26 19:01:53,[],,,,,
205,its like my ass is a dragon breathing the great fires of mordor,2024-01-26 19:02:09,[],,,,,
206,you should eat more spicy ramen like me,2024-01-26 19:02:53,[],,,,,
207,39,2024-01-27 20:31:34,"['Eoin', 'Soumia']",,,,,
208,oh shit my cover is blown,2024-01-27 20:34:08,"['Eoin', 'Soumia', 'Katie', 'Dex']",,,,,
209,im so cold I cant poo,2024-01-28 15:35:23,"['Eoin', 'Dan']",,,,,
210,40,2024-01-28 23:54:55,"['Eoin', 'Soumia']",,,,,
211,my downstairs bathroom is the absolute coldest room in the house its like shitting in a freezer,2024-01-29 13:22:11,[],,,,,
212,its had its innocence robbed,2024-01-29 13:28:00,"['Eoin', 'Dan', 'Ros']",,,,,
213,so does harry,2024-01-29 13:28:07,"['Eoin', 'Dan', 'Ros']",,,,,
214,but wait we're getting off topic this aint the piss chat,2024-01-29 13:36:00,"['Eoin', 'Soumia']",,,,,
215,"ah yes front shitting, I think thats more commonly known as frotting",2024-01-29 13:38:10,[],,,,,
216,im no expeet though,2024-01-29 13:38:16,[],,,,,
217,urine comes from your blood,2024-01-29 13:38:28,[],,,,,
218,yes,2024-01-29 13:38:45,[],,,,,
219,frotting*,2024-01-29 13:39:30,[],,,,,
220,where you disappearing off to?,2024-01-29 13:41:39,[],,,,,
221,i think hes gone to do some front shitting,2024-01-29 13:42:03,[],,,,,
222,41,2024-01-30 13:19:52,"['Eoin', 'Soumia']",,,,,
223,42,2024-01-30 18:26:56,[],,,,,
224,43,2024-01-31 11:50:59,[],,,,,
225,,2024-01-31 12:28:58,"['Eoin', 'Dan', 'Ros', 'Soumia', 'Conan', 'Dex']",,,"[{'uri': 'your_instagram_activity/messages/inbox/poopooheads_6833428546725359/photos/387472902_1009943180098300_3193343053251276370_n_396886369481917.jpg', 'creation_timestamp': 1706704136, 'backup_uri': 'https://scontent-dub4-1.xx.fbcdn.net/v/t1.15752-9/387472902_1009943180098300_3193343053251276370_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=9f807c&_nc_ohc=cyGiRTqFAEgQ7kNvgHNYxM5&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-dub4-1.xx&oh=03_Q7cD1QHnTNd2LTyQg04887m49_Qmcf5Vo6lmR3CczIc4SRC09Q&oe=676F2CF2'}]",,
226,wheres the shit?,2024-01-31 16:47:00,"['Eoin', 'Soumia', 'Dex']",,,,,
227,44,2024-01-31 19:25:10,[],,,,,
228,stephen_allenxp liked a message,2024-02-01 10:51:38,[],,,,,
229,45,2024-02-01 23:38:01,"['Eoin', 'Soumia']",,,,,
230,46,2024-02-02 17:49:41,[],,,,,
231,wait what,2024-02-03 03:12:58,"['Eoin', 'Dan', 'Soumia']",,,,,
232,i know just how you feel,2024-02-03 10:01:26,"['Eoin', 'Ros']",,,,,
233,47,2024-02-03 10:01:32,['Eoin'],,,,,
234,48,2024-02-03 12:10:26,[],,,,,
235,49,2024-02-03 14:11:22,[],,,,,
236,poop call,2024-02-03 14:13:03,[],,,,,
237,hahahahah,2024-02-03 14:13:29,[],,,,,
238,thanks for joining me,2024-02-03 14:13:43,"['Eoin', 'Dan', 'Soumia']",,,,,
239,hahahahaha,2024-02-03 14:14:20,[],,,,,
240,no thanks,2024-02-03 14:14:24,[],,,,,
241,ð³,2024-02-03 14:14:47,[],,,,,
242,thankfully that didnt happen,2024-02-03 14:15:23,['Dan'],,,,,
243,what a pleasant shit in the company of friends ð¤,2024-02-03 14:21:34,"['Eoin', 'Dan', 'Soumia']",,,,,
244,i feel 50 coming soon,2024-02-03 14:23:21,"['Eoin', 'Dan', 'Soumia']",,,,,
245,50,2024-02-03 16:57:23,['Dex'],,,,,
246,after all this suffering im still 12 behind,2024-02-03 17:06:10,"['Eoin', 'Dan', 'Dex']",,,,,
247,i wanna go home now,2024-02-04 01:31:33,"['Eoin', 'Dan', 'Soumia', 'Katie']",,,,,
248,51,2024-02-05 12:30:21,[],,,,,
249,52,2024-02-05 17:38:44,"['Eoin', 'Dan', 'Soumia']",,,,,
250,is that how theyre attracting kids to christianity these days?,2024-02-05 20:40:24,[],,,,,
251,cant believe the poop chat out here getting medical diagnosis,2024-02-06 14:00:56,"['Eoin', 'Soumia']",,,,,
252,i think hes going to update when hes done,2024-02-06 14:51:12,['Dan'],,,,,
253,53,2024-02-06 15:52:46,[],,,,,
254,are you done yet?,2024-02-06 18:39:47,"['Eoin', 'Soumia']",,,,,
255,54,2024-02-06 19:18:02,[],,,,,
256,language evolves time for you to evolve you little squirtle,2024-02-06 23:09:41,[],,,,,
257,"but he was down Syndrome, he was jjst standing there down Syndrome Avenue",2024-02-06 23:13:07,[],,,,,
258,"if you wanna find him now you just gotts do down Syndrome, to the left and walk for about 20m",2024-02-06 23:13:51,"['Eoin', 'Soumia']",,,,,
259,55,2024-02-07 19:46:59,[],,,,,
260,we should do a sneeze chat just saying cause id totally be winning rn,2024-02-07 20:31:56,"['Eoin', 'Dan', 'Soumia', 'Dex']",,,,,
261,like hormone excretion as well?,2024-02-07 20:40:36,['Eoin'],,,,,
262,must have stole her heart,2024-02-08 00:59:32,[],,,,,
263,"fine fine, or her lungs or kidneys or gallbladder or smth",2024-02-08 01:01:19,"['Eoin', 'Katie']",,,,,
264,what matters is how much its worth,2024-02-08 01:01:39,[],,,,,
265,"go to messages and directly to the right of the word ""messages""",2024-02-08 01:04:07,[],,,,,
266,what about his gay?,2024-02-08 01:04:15,[],,,,,
267,wow I feel left out,2024-02-08 01:09:07,[],,,,,
268,"you guys have your cool secret conversation its alright, ive got doritos and a dog",2024-02-08 01:09:26,"['Eoin', 'Katie']",,,,,
269,you do have a passing resemblance,2024-02-08 01:10:55,[],,,,,
270,and Hanley is really just an anagram of Hitler,2024-02-08 01:11:34,[],,,,,
271,if you rearange the letters in Ros Hanley it spells I am Adolf Hitler,2024-02-08 01:12:02,[],,,,,
272,oh I thought this was quiz chat,2024-02-08 01:13:15,[],,,,,
273,only allowed because its Shithead Steve,2024-02-08 13:11:04,"['Eoin', 'Ros']",,,,,
274,56,2024-02-08 14:30:49,[],,,,,
275,you celiac now?,2024-02-08 18:26:52,[],,,,,
276,if you think about it you and conan for a moment just formed a long long tube from mouth to mouth,2024-02-09 01:01:23,"['Eoin', 'Soumia']",,,,,
277,57,2024-02-09 19:38:29,[],,,,,
278,58,2024-02-10 10:14:29,[],,,,,
279,59,2024-02-10 18:37:45,[],,,,,
280,didn't i do it for you?,2024-02-11 12:10:30,"['Eoin', 'Ros']",,,,,
281,"""my snout looks like this so hers can look like that""",2024-02-11 12:11:16,"['Eoin', 'Dan', 'Dex']",,,,,
282,was your man harry hahaha,2024-02-11 13:32:37,[],,,,,
283,he told me he felt sorry for anyone in the bathroom after him,2024-02-11 13:33:08,[],,,,,
284,i dont flush cause I dont want my poo scared you dont flush cause you dont want to be scared... we are not the samr,2024-02-11 13:46:00,[],,,,,
285,60,2024-02-12 12:19:23,[],,,,,
286,wait so you're in first now?,2024-02-12 12:19:41,"['Eoin', 'Dex']",,,,,
287,gotta take notes,2024-02-12 14:01:53,[],,,,,
288,61,2024-02-13 12:21:42,"['Eoin', 'Dex']",,,,,
289,ive given up on pooping,2024-02-14 10:58:08,[],,,,,
290,I dont agree with it anymore,2024-02-14 10:58:17,"['Eoin', 'Dan']",,,,,
291,"im unbiased as to poops opinions on me, my disagreement is based purely on a lack of faith in the core concept",2024-02-14 10:59:44,[],,,,,
292,you dont think it's weird that you eat a sandwich and turns into a brown log,2024-02-14 11:09:02,[],,,,,
293,and where does it go,2024-02-14 11:09:34,[],,,,,
294,where is Big Toilet storing all this poo,2024-02-14 11:09:46,[],,,,,
295,I dont wanna know what theyre getting up to so I've decided to stop believing in this elitist nonsense,2024-02-14 11:10:25,[],,,,,
296,cause thats weird,2024-02-14 11:11:10,[],,,,,
297,obviously,2024-02-14 11:11:16,['Katie'],,,,,
298,actually that seems very open to deception,2024-02-14 11:12:05,[],,,,,
299,you could just split it into two bags,2024-02-14 11:12:13,[],,,,,
300,what an accusation,2024-02-14 11:12:52,[],,,,,
301,I think youre just in kahoots with Big Toilet Dexter,2024-02-14 11:13:31,[],,,,,
302,in fact I think the whole point of this chat is for you to find poop telemetry so you can more effectivly sell toilets,2024-02-14 11:15:22,"['Eoin', 'Dex']",,,,,
303,omg,2024-02-14 11:15:25,[],,,,,
304,this is too much,2024-02-14 11:15:31,[],,,,,
305,stephen_allenxp liked a message,2024-02-14 11:19:14,[],,,,,
306,more toilets = more poops?,2024-02-14 11:47:56,"['Eoin', 'Dex']",,,,,
307,also this,2024-02-14 18:55:36,[],,,,,
308,63,2024-02-14 18:55:39,[],,,,,
309,double update yeah dawg,2024-02-14 18:55:58,[],,,,,
310,64,2024-02-15 16:40:03,"['Eoin', 'Dan']",,,,,
311,65,2024-02-16 15:36:03,[],,,,,
312,ah really now thats just an invitation to shit on it,2024-02-16 18:00:57,['Eoin'],,,,,
313,66,2024-02-17 11:51:42,[],,,,,
314,67,2024-02-17 13:20:49,[],,,,,
315,what,2024-02-17 17:40:14,[],,,,,
316,lol,2024-02-18 00:48:59,[],,,,,
317,guys im so excited I'm.starting a new job tomorrow,2024-02-18 00:49:19,[],"{'share_text': ""guys im so excited I'm.starting a new job tomorrow""}",,,,
318,and you know what that means,2024-02-18 00:49:28,['Eoin'],,,,,
319,i get to shit in work toilets!!!!,2024-02-18 00:49:41,"['Eoin', 'Dan', 'Soumia', 'Katie']",,,,,
320,also,2024-02-18 00:49:50,[],,,,,
321,68,2024-02-18 00:49:57,[],,,,,
322,thats right guys im gonna 69 in the work toilets on the first day,2024-02-18 00:50:12,"['Eoin', 'Dan', 'Ros', 'Soumia', 'Conan']",,,,,
323,69,2024-02-18 13:03:15,"['Eoin', 'Dan', 'Katie']",,,,,
324,you should try shitting while showering,2024-02-19 16:57:16,"['Eoin', 'Dan', 'Katie', 'Conan']",,,,,
325,i think its called waffle stomping,2024-02-19 17:55:00,['Soumia'],,,,,
326,forgot to update 70 and his younger brother 71,2024-02-20 11:20:21,"['Eoin', 'Soumia', 'Dex']",,,,,
327,72,2024-02-21 12:59:20,[],,,,,
328,@conor_mcmenamin what are you on now?,2024-02-21 15:18:29,[],,,,,
329,relax ros it's all ok,2024-02-21 15:39:50,[],,,,,
330,time to put my trained argument defusing skills to the test,2024-02-21 15:48:58,[],,,,,
